,stimulus,trial_name,task_type,correct_answer,lang,set_name,char_count,token_count,token_avg_length,sentence_count,original_dataset,average_token_per_sentence,is_question
303,What part of Luther's career was one of his most productive?,q_after_a_MartinLuther_0_qa_2,IS,early,EN,mturk_EN_v11,60,13,3.8461538461538463,1,XQuAD,13.0,True
304,Which French kind issued this declaration?,a_Huguenot_0_qa_2,NR,Louis XIV,EN,mturk_EN_v12,42,7,5.285714285714286,1,XQuAD,7.0,True
305,Where does the Delta in the Netherlands begin?,a_Rhine_1_qa_1,NR,near Millingen aan de Rijn,EN,mturk_EN_v12,46,9,4.333333333333333,1,XQuAD,9.0,True
306,What was the fort that was being built to be named?,a_FrenchandIndianWar_2_qa_2,NR,Fort Duquesne,EN,mturk_EN_v12,51,12,3.4166666666666665,1,XQuAD,12.0,True
307,How do both chloroplast membranes compare to cyanobacterium's original double membranes?,a_Chloroplast_4_qa_2,NR,homologous,EN,mturk_EN_v12,88,13,6.0,1,XQuAD,13.0,True
308,What company agreed to terminate high court proceedings with Virgin Media?,q_after_a_SkyUnitedKingdom_4_qa_3,IS,BSkyB,EN,mturk_EN_v12,74,12,5.333333333333333,1,XQuAD,12.0,True
309,"Who was the main crew of Apollo 1, of which they named themselves?",q_after_a_Apolloprogram_2_qa_1,IS,"Grissom, White, and Chaffee",EN,mturk_EN_v12,66,15,3.6,1,XQuAD,15.0,True
310,Who is the General Manager for the Broncos?,q_after_a_SuperBowl50_2_qa_6,IS,John Elway,EN,mturk_EN_v12,43,9,4.0,1,XQuAD,9.0,True
311,When did Europe slowly begin to warm up from the last Ice Age?,q_after_a_Rhine_3_qa_0,IS,"22,000 years ago",EN,mturk_EN_v12,62,14,3.5714285714285716,1,XQuAD,14.0,True
312,How was the Rhine Gorge formed?,q_after_a_Rhine_0_qa_2,IS,erosion,EN,mturk_EN_v12,31,7,3.7142857142857144,1,XQuAD,7.0,True
313,Who played Doctor Who on stage in the 70's?,a_DoctorWho_4_qa_0,NR,Trevor Martin,EN,mturk_EN_v13,43,11,3.1818181818181817,1,XQuAD,11.0,True
314,When did Holden announce that it will close its Victoria plant?,a_VictoriaAustralia_2_qa_2,NR,May 2013,EN,mturk_EN_v13,63,12,4.416666666666667,1,XQuAD,12.0,True
315,Which problem consists of both  inflationary and deflationary impacts?,a_1973oilcrisis_1_qa_2,NR,Macroeconomic,EN,mturk_EN_v13,70,11,5.636363636363637,1,XQuAD,11.0,True
316,What is the proprietary system that Sky+HD uses?,a_SkyUnitedKingdom_0_qa_3,NR,OpenTV,EN,mturk_EN_v13,48,9,4.555555555555555,1,XQuAD,9.0,True
317,When did Kibaki and Odinga sing an agreement on the formation of government?,q_after_a_Kenya_1_qa_0,IS,28 February 2008,EN,mturk_EN_v13,76,14,4.571428571428571,1,XQuAD,14.0,True
318,When was Montreal captured?,q_after_a_FrenchandIndianWar_0_qa_2,IS,1760,EN,mturk_EN_v13,27,5,4.8,1,XQuAD,5.0,True
319,What includes pressure terms when calculating area in volume?,q_after_a_Force_4_qa_3,IS,formalism,EN,mturk_EN_v13,61,10,5.3,1,XQuAD,10.0,True
320,What is one avenue being compensated for by having committees serve such a large role?,q_after_a_ScottishParliament_1_qa_2,IS,no revising chamber,EN,mturk_EN_v13,86,16,4.5,1,XQuAD,16.0,True
321,What company agreed to terminate high court proceedings with BSkyB?,a_SkyUnitedKingdom_4_qa_2,NR,Virgin Media,EN,mturk_EN_v14,67,11,5.2727272727272725,1,XQuAD,11.0,True
322,Were the restored tapes able to have color added to them to enhance the picture or did they remain black and white?,a_Apolloprogram_4_qa_4,NR,black and white,EN,mturk_EN_v14,115,23,4.086956521739131,1,XQuAD,23.0,True
323,What chemist managed to make enough liquid oxygen to use for study?,a_Oxygen_1_qa_0,NR,James Dewar,EN,mturk_EN_v14,67,13,4.3076923076923075,1,XQuAD,13.0,True
324,What did the popularity of Luther's translation contribute to?,a_MartinLuther_2_qa_2,NR,evolution of the German language and literature,EN,mturk_EN_v14,62,11,4.909090909090909,1,XQuAD,11.0,True
325,What can be combined with geophysical data to produce a better view of the subsurface?,q_after_a_Geology_2_qa_2,IS,well logs,EN,mturk_EN_v14,86,16,4.5,1,XQuAD,16.0,True
326,What is the lone MLS team that belongs to southern California?,q_after_a_SouthernCalifornia_3_qa_4,IS,LA Galaxy,EN,mturk_EN_v14,62,12,4.333333333333333,1,XQuAD,12.0,True
327,Where does Kenya rank on the CPI scale?,q_after_a_Kenya_0_qa_0,IS,low,EN,mturk_EN_v14,39,9,3.5555555555555554,1,XQuAD,9.0,True
328,Who received a bid in 1915?,q_after_a_NikolaTesla_3_qa_1,IS,Edison,EN,mturk_EN_v14,27,7,3.142857142857143,1,XQuAD,7.0,True
329,Who did John Elway play for in Super Bowl XXXIII?,q_after_a_SuperBowl50_2_qa_4,IS,Broncos,EN,mturk_EN_v14,49,11,3.6363636363636362,1,XQuAD,11.0,True
330,Every national vehicle register includes both road vehicles and boats.,meco_para_12_qa_2,NR,False,EN,mturk_EN_v15,70,11,5.545454545454546,1,MECO,11.0,True
331,How many chloroplast lineages are there?,a_Chloroplast_1_qa_1,NR,three,EN,mturk_EN_v15,40,7,5.0,1,XQuAD,7.0,True
332,What time framd does the Seven Years War cover?,a_FrenchandIndianWar_0_qa_0,NR,1756 to the signing of the peace treaty in 1763,EN,mturk_EN_v15,47,10,3.9,1,XQuAD,10.0,True
333,"On an international level, which industry's competitive positions is affected?",a_1973oilcrisis_1_qa_1,NR,automobiles,EN,mturk_EN_v15,78,13,5.3076923076923075,1,XQuAD,13.0,True
334,How was the Rhine Gorge formed?,a_Rhine_0_qa_2,NR,erosion,EN,mturk_EN_v15,31,7,3.7142857142857144,1,XQuAD,7.0,True
335,Where is Harvard stadium located?,q_after_a_HarvardUniversity_1_qa_0,IS,Allston,EN,mturk_EN_v15,33,6,4.833333333333333,1,XQuAD,6.0,True
336,What organization did General Gaafar al-Nimeiry invite members of to serve in his government?,q_after_a_Islamism_3_qa_2,IS,National Islamic Front,EN,mturk_EN_v15,93,17,4.705882352941177,1,XQuAD,17.0,True
337,What are new responsibilities pharmacy technicians now deal with?,q_after_a_Pharmacy_2_qa_3,IS,patients' prescriptions and patient safety issues,EN,mturk_EN_v15,65,10,5.7,1,XQuAD,10.0,True
338,How much lower was the North Sea in the last cold phase than it is today?,q_after_a_Rhine_2_qa_3,IS,120 m,EN,mturk_EN_v15,73,17,3.411764705882353,1,XQuAD,17.0,True
339,Do athletes use doping to calm down before their competition?,meco_para_3_qa_1,NR,False,EN,mturk_EN_v16,61,11,4.7272727272727275,1,MECO,11.0,True
340,When was the divestment from South Africa movement?,a_HarvardUniversity_2_qa_0,NR,late 1980s,EN,mturk_EN_v16,51,9,4.888888888888889,1,XQuAD,9.0,True
341,What are the three construction subsectors?,a_Construction_2_qa_0,NR,"building construction, heavy and civil engineering construction, and specialty trade contractors",EN,mturk_EN_v16,43,7,5.428571428571429,1,XQuAD,7.0,True
342,What was the episode name of Simpson's first Doctor Who score?,a_DoctorWho_3_qa_1,NR,Planet of Giants,EN,mturk_EN_v16,62,13,4.0,1,XQuAD,13.0,True
343,How old was Elway during his Super Bowl XXXIII win?,a_SuperBowl50_2_qa_7,NR,38,EN,mturk_EN_v16,51,11,3.8181818181818183,1,XQuAD,11.0,True
344,Which department houses the works on paper of the costume collection?,q_after_a_VictoriaandAlbertMuseum_2_qa_1,IS,Word and Image,EN,mturk_EN_v16,69,12,4.916666666666667,1,XQuAD,12.0,True
345,"In 2000, ABC started an internet based campaign focused on what?",q_after_a_AmericanBroadcastingCompany_0_qa_0,IS,circle logo,EN,mturk_EN_v16,64,13,4.153846153846154,1,XQuAD,13.0,True
346,When did British begin to build fort under William Trent?,q_after_a_FrenchandIndianWar_2_qa_1,IS,1754,EN,mturk_EN_v16,57,11,4.363636363636363,1,XQuAD,11.0,True
347,When was the first plastome sequenced?,q_after_a_Chloroplast_2_qa_3,IS,1986,EN,mturk_EN_v16,38,7,4.714285714285714,1,XQuAD,7.0,True
348,What are cilia used for?,q_after_a_Ctenophora_2_qa_1,IS,method of locomotion,EN,mturk_EN_v16,24,6,3.3333333333333335,1,XQuAD,6.0,True
349,In what year did Harvard end its early admission program?,a_HarvardUniversity_3_qa_1,NR,2007,EN,mturk_EN_v17,57,11,4.363636363636363,1,XQuAD,11.0,True
350,What shows us lost chloroplasts?,a_Chloroplast_3_qa_0,NR,Endosymbiotic gene transfer,EN,mturk_EN_v17,32,6,4.666666666666667,1,XQuAD,6.0,True
351,Why has the Muslim Brotherhood facilitated inexpensive mass marriage ceremonies?,a_Islamism_1_qa_4,NR,avoid prohibitively costly dowry demands,EN,mturk_EN_v17,80,11,6.454545454545454,1,XQuAD,11.0,True
352,Who has the record of being the oldest quarter back in any Super Bowl game?,q_after_a_SuperBowl50_2_qa_8,IS,Peyton Manning,EN,mturk_EN_v17,75,16,3.8125,1,XQuAD,16.0,True
353,When were some of Luther's best-known works published?,q_after_a_MartinLuther_0_qa_3,IS,1520,EN,mturk_EN_v17,54,12,3.9166666666666665,1,XQuAD,12.0,True
354,When did Pachauri resign as chair of the IPCC?,q_after_a_IntergovernmentalPanelonClimateChange_0_qa_4,IS,February 2015,EN,mturk_EN_v17,46,10,3.8,1,XQuAD,10.0,True
355,What was a plugs-out test done to simulate on the LC-34?,q_after_a_Apolloprogram_2_qa_2,IS,launch countdown,EN,mturk_EN_v17,56,14,3.2857142857142856,1,XQuAD,14.0,True
356,Its main goal is to raise public awareness on nature conservation.,meco_para_11_qa_2,NR,False,EN,mturk_EN_v18,66,12,4.666666666666667,1,MECO,12.0,True
357,Who sang the national anthem?,a_SuperBowl50_3_qa_5,NR,Lady Gaga,EN,mturk_EN_v18,29,6,4.166666666666667,1,XQuAD,6.0,True
358,What was first battle in 1754?,a_FrenchandIndianWar_0_qa_3,NR,Battle of Jumonville Glen,EN,mturk_EN_v18,30,7,3.5714285714285716,1,XQuAD,7.0,True
359,Where were the narrow gauge rail lines built in Victoria?,a_VictoriaAustralia_3_qa_3,NR,mountainous areas,EN,mturk_EN_v18,57,11,4.363636363636363,1,XQuAD,11.0,True
360,What is the size of the school's endowment?,a_HarvardUniversity_0_qa_1,NR,$37.6 billion,EN,mturk_EN_v18,43,10,3.6,1,XQuAD,10.0,True
361,What welding process was demonstrated in 1901?,q_after_a_Oxygen_1_qa_3,IS,oxyacetylene welding,EN,mturk_EN_v18,46,8,5.0,1,XQuAD,8.0,True
362,What is the name of the bridge that joins parts of the campus of the Charles River?,q_after_a_HarvardUniversity_1_qa_1,IS,John W. Weeks Bridge,EN,mturk_EN_v18,83,18,3.7222222222222223,1,XQuAD,18.0,True
363,What is a synonym for chloroplast DNA?,q_after_a_Chloroplast_2_qa_1,IS,the plastome,EN,mturk_EN_v18,38,8,4.0,1,XQuAD,8.0,True
364,When was Sky Digital launched?,q_after_a_SkyUnitedKingdom_1_qa_0,IS,1998,EN,mturk_EN_v18,30,6,4.333333333333333,1,XQuAD,6.0,True
365,What does Piketty feel was the biggest factors in reducing inequality between 1914 to 1945?,a_Economicinequality_2_qa_4,NR,wars and violent economic and political shocks,EN,mturk_EN_v19,91,16,4.8125,1,XQuAD,16.0,True
366,"In South Africa, along with privately governed schools, what schools are classified as independent?",a_Privateschool_2_qa_3,NR,traditional private,EN,mturk_EN_v19,99,17,5.0588235294117645,1,XQuAD,17.0,True
367,What kind of chloroplasts did diatoms have but lost?,a_Chloroplast_3_qa_3,NR,green algal derived chloroplast,EN,mturk_EN_v19,52,10,4.4,1,XQuAD,10.0,True
368,"Besides publishing To the Christian Nobility of the German Nation and On the Babylonian Captivity of the Church, what other work did Luther produce in 1520?",a_MartinLuther_0_qa_4,NR,On the Freedom of a Christian,EN,mturk_EN_v19,156,28,4.678571428571429,1,XQuAD,28.0,True
369,What does pharmacy legislation mandate?,q_after_a_Pharmacy_2_qa_4,IS,"storage conditions, compulsory texts, equipment, etc.",EN,mturk_EN_v19,39,6,5.833333333333333,1,XQuAD,6.0,True
370,What amount of the worlds carbon is stored in the Amazon forest?,q_after_a_Amazonrainforest_3_qa_3,IS,10%,EN,mturk_EN_v19,64,13,4.076923076923077,1,XQuAD,13.0,True
371,What was the name of Temüjin's wife Börte's first son?,q_after_a_GenghisKhan_0_qa_3,IS,Jochi,EN,mturk_EN_v19,54,13,3.4615384615384617,1,XQuAD,13.0,True
372,Approximately how many items are in the costume collection of the V&A?,q_after_a_VictoriaandAlbertMuseum_2_qa_0,IS,"over 14,000",EN,mturk_EN_v19,70,13,4.538461538461538,1,XQuAD,13.0,True
373,"Along with nuclear, geothermal and internal combustion engine waste heat, what sort of energy might supply the heat for a steam engine?",a_Steamengine_0_qa_2,NR,solar,EN,mturk_EN_v20,135,25,4.56,1,XQuAD,25.0,True
374,When was liquid oxygen developed for commercial use?,a_Oxygen_1_qa_2,NR,1895,EN,mturk_EN_v20,52,9,5.0,1,XQuAD,9.0,True
375,How many cylinders does the Energiprojekt AB engine have?,a_Steamengine_3_qa_2,NR,5,EN,mturk_EN_v20,57,10,4.9,1,XQuAD,10.0,True
376,What is  DECnet?,a_Packetswitching_2_qa_0,NR,a suite of network protocols created by Digital Equipment Corporation,EN,mturk_EN_v20,16,5,2.8,1,XQuAD,5.0,True
377,What are committees in the Scottish Parliament compared to other systems?,q_after_a_ScottishParliament_1_qa_1,IS,stronger,EN,mturk_EN_v20,73,12,5.25,1,XQuAD,12.0,True
378,What is the metric they use to determine how busy airports are?,q_after_a_SouthernCalifornia_2_qa_1,IS,passenger volume,EN,mturk_EN_v20,63,13,4.0,1,XQuAD,13.0,True
379,Who did the Broncos beat tp become the AFC champions?,q_after_a_SuperBowl50_1_qa_14,IS,New England Patriots,EN,mturk_EN_v20,53,11,4.0,1,XQuAD,11.0,True
380,What did the IPCC say was mistaken?,q_after_a_IntergovernmentalPanelonClimateChange_2_qa_0,IS,the date,EN,mturk_EN_v20,35,8,3.625,1,XQuAD,8.0,True
381,What company agreed to terminate high court proceedings with BSkyB?,q_after_a_SkyUnitedKingdom_4_qa_2,IS,Virgin Media,EN,mturk_EN_v20,67,11,5.2727272727272725,1,XQuAD,11.0,True
382,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES,mturk_ES_v01,1092,195,4.702564102564103,8,MECO,24.375,False
383,La primera patente fue introducida en Francia.,meco_para_12_qa_0,NR,True,ES,mturk_ES_v01,46,8,5.0,1,MECO,8.0,True
384,"Los escritos de Lutero se difundieron ampliamente y llegaron a Francia, Inglaterra e Italia ya en 1519. Los estudiantes acudían en masa a Wittenberg para escuchar hablar a Lutero. Este publicó un breve comentario sobre los gálatas y su obra sobre los Salmos. Esta parte temprana de la carrera de Lutero fue una de las más creativas y productivas. Tres de sus obras más conocidas se publicaron en 1520: «A la nobleza cristiana de la nación alemana», «El cautiverio babilónico de la Iglesia» y «Sobre la libertad del cristiano».",a_MartinLuther_0,NR,,ES,mturk_ES_v01,526,103,4.252427184466019,5,XQuAD,20.6,False
385,¿Quién fue a Wittenberg para escuchar hablar a Lutero?,a_MartinLuther_0_qa_1,NR,Los estudiantes,ES,mturk_ES_v01,54,11,4.181818181818182,1,XQuAD,11.0,True
386,"Los acuerdos incluyen tarifas anuales fijas de transporte de 30 millones de libras para los canales si los dos proveedores de canales son capaces de garantizar pagos limitados adicionales si sus canales alcanzan determinados objetivos de rendimiento. Actualmente no hay ninguna indicación en cuanto a si el nuevo acuerdo incluye el vídeo bajo demanda adicional y el contenido de alta definición que anteriormente había ofrecido BSkyB. Como parte de los acuerdos, tanto BSkyB como Virgin Media decidieron poner fin a todas las actuaciones judiciales ante el tribunal superior relacionadas con el transporte de sus respectivos canales básicos.",a_SkyUnitedKingdom_4,NR,,ES,mturk_ES_v01,641,100,5.45,2,XQuAD,50.0,False
387,¿Qué empresa acordó poner fin a las actuaciones judiciales contra Virgin Media ante el tribunal superior?,a_SkyUnitedKingdom_4_qa_3,NR,BSkyB,ES,mturk_ES_v01,105,18,5.0,1,XQuAD,18.0,True
388,"﻿En el pasado, el castigo físico (azotes en las nalgas, golpes, castigo físico o golpear con una vara al estudiante para causarle dolor físico) era una de las formas más comunes de disciplina escolar en gran parte del mundo. La mayoría de los países occidentales y algunos otros lo han prohibido, pero sigue siendo legal en Estados Unidos según una decisión del Tribunal Supremo de Estados Unidos de 1977 que consideró que pegar no violaba la Constitución estadounidense.",a_Teacher_0,NR,,ES,mturk_ES_v01,471,86,4.5813953488372094,2,XQuAD,43.0,False
389,¿Cuán común era la forma de castigo físico en el pasado?,a_Teacher_0_qa_0,NR,una de las formas más comunes,ES,mturk_ES_v01,56,13,3.5384615384615383,1,XQuAD,13.0,True
390,"Históricamente, Victoria ha sido la base de las plantas de fabricación de las principales marcas de coches, Ford, Toyota y Holden; sin embargo, los anuncios de cierre de estas tres empresas en el siglo XXI significarán que Australia ya no será una base de la industria automovilística mundial tras la declaración de Toyota de febrero de 2014 en la que se apuntaba a 2017 como año de cierre. El anuncio de Holden se produjo en mayo de 2013, seguido por la decisión de Ford de diciembre de ese mismo año (las plantas que tiene Ford en Victoria, situadas en Broadmeadows y Geelong, cerrarán el de octubre de 2016).",a_VictoriaAustralia_2,NR,,ES,mturk_ES_v01,611,120,4.2,2,XQuAD,60.0,False
391,¿Cuándo ha dicho Toyota que cerrará su planta de Victoria?,a_VictoriaAustralia_2_qa_1,NR,2017,ES,mturk_ES_v01,58,12,4.083333333333333,1,XQuAD,12.0,True
392,"Determinados acontecimientos de la vida de Lutero y la Reforma que tuvo lugar evocaban con frecuencia los himnos de Lutero. Esta conducta comenzó cuando se enteró de la ejecución de Johann Esch y Heinrich Voes, las primeras personas martirizadas por la Iglesia Católica Romana por tener opiniones luteranas, lo cual motivó a Lutero a escribir el himno «Ein neues Lied wir heben an» («Una nueva canción que elevamos»), que generalmente se conoce en inglés por la traducción de John C. Messenger del título y el primer verso «Flung to the Heedless Winds», cantado por Maria C. Tiddeman con la música que compuso Ibstone en 1875.",a_MartinLuther_3,IS,,ES,mturk_ES_v01,626,119,4.38655462184874,2,XQuAD,59.5,False
393,¿Por qué ejecutó la Iglesia Católica a Johann Esch y Heinrich Voes?,q_after_a_MartinLuther_3_qa_1,IS,por tener opiniones luteranas,ES,mturk_ES_v01,67,14,4.0,1,XQuAD,14.0,True
394,"Publicada en un momento de creciente demanda de publicaciones en alemán, la versión de Lutero se convirtió rápidamente en una traducción popular e influyente de la Biblia. Como tal, contribuyó de forma significativa a la evolución de la lengua y la literatura alemanas. Con notas y prólogos de Lutero y grabados en madera de Lucas Cranach que contenían imágenes antipapales, desempeñó un papel importante en la difusión de la doctrina de Lutero en Alemania. La Biblia de Lutero influyó en otras traducciones en lengua vernácula, como la Biblia inglesa de William Tyndale (1525 en adelante), un precursor de la Biblia del rey Jacobo.",a_MartinLuther_2,IS,,ES,mturk_ES_v01,632,114,4.649122807017544,4,XQuAD,28.5,False
395,¿Qué artista realizó los grabados en madera de la Biblia de Lutero?,q_after_a_MartinLuther_2_qa_3,IS,Lucas Cranach,ES,mturk_ES_v01,67,14,4.0,1,XQuAD,14.0,True
396,"Su rival local, el Polonia Varsovia, que a pesar de contar con bastantes menos seguidores, consiguió ganar la Ekstraklasa en el año 2000. También ganó el campeonato del país en 1946 y la copa en dos ocasiones. La sede del equipo se encuentra en la calle Konwiktorska, a solo 10 minutos caminando, en dirección norte, desde el centro histórico de la ciudad. Debido a su desastrosa situación financiera, el Polonia fue relegado de la máxima categoría del país en 2013 y ahora juega en la 4.a liga (la 5.a en Polonia), la categoría profesional más baja de la liga en el sistema de la Asociación Polaca de Fútbol (PZPN, por sus siglas en inglés).",a_Warsaw_1,IS,,ES,mturk_ES_v01,642,131,4.038167938931298,4,XQuAD,32.75,False
397,¿Quién ganó la Ekstraklasa en el año 2000?,q_after_a_Warsaw_1_qa_0,IS,Polonia Varsovia,ES,mturk_ES_v01,42,10,3.5,1,XQuAD,10.0,True
398,"En 2010, la selva amazónica sufrió otra severa sequía, en algunos aspectos más extrema que la sequía de 2005. La región afectada era de aproximadamente 1 160 000 000 millas cuadradas (3 000 000 km2) de selva tropical, en comparación con 734 000 000 millas cuadradas (1 900 000 km2) en 2005. La sequía de 2010 tuvo tres epicentros donde murió la vegetación, mientras que en 2005 la sequía se concentró en la parte suroeste. Los estudios se publicaron en la revista Science. En un año normal, el Amazonas absorbe 1,5 gigatoneladas de dióxido de carbono; en 2005 se liberaron 5 gigatoneladas y en 2010 se liberaron 8 gigatoneladas.",a_Amazonrainforest_4,IS,,ES,mturk_ES_v01,628,124,4.193548387096774,5,XQuAD,24.8,False
399,¿Cuántas millas cuadradas tuvo la región afectada por la sequía de 2010?,q_after_a_Amazonrainforest_4_qa_1,IS,1 160 000 000,ES,mturk_ES_v01,72,14,4.357142857142857,1,XQuAD,14.0,True
400,"En el budismo tibetano normalmente se llama a los maestros del dharma del Tíbet lamas. Un lama que ha decidido conscientemente renacer a través del phowa y el siddhi, frecuentemente muchas veces, con el fin de continuar su voto del bodhisattva, se llama tulku.",a_Teacher_4,IS,,ES,mturk_ES_v01,260,49,4.428571428571429,2,XQuAD,24.5,False
401,¿Cómo se llama un maestro en el budismo tibetano?,q_after_a_Teacher_4_qa_0,IS,lamas,ES,mturk_ES_v01,49,11,3.727272727272727,1,XQuAD,11.0,True
402,"En Europa, el escenario norteamericano de la Guerra de los Siete Años no suele recibir un nombre distinto. Todo el conflicto internacional se conoce como la Guerra de los Siete Años. ""Siete años"" se refiere a los acontecimientos en Europa, desde la declaración oficial de guerra en 1756 hasta la firma del tratado de paz en 1763. Estas fechas no se corresponden con las luchas en el continente norteamericano, donde la contienda entre las dos potencias coloniales concluyó en gran medida en seis años, desde la Batalla de Jumonville Glen en 1754 hasta la captura de Montreal en 1760.",a_FrenchandIndianWar_0,NR,,ES,mturk_ES_v02,583,109,4.4495412844036695,4,XQuAD,27.25,False
403,¿Cuál fue la primera batalla en 1754?,a_FrenchandIndianWar_0_qa_3,NR,Batalla de Jumonville Glen,ES,mturk_ES_v02,37,9,3.4444444444444446,1,XQuAD,9.0,True
404,"James Hutton a menudo se considera el primer geólogo moderno. En 1785 presentó un documento titulado Teoría de la Tierra a la Sociedad Real de Edimburgo. En su artículo, explicó su teoría de que la Tierra debe ser mucho más antigua de lo que se suponía para que hubiera tiempo suficiente para que las montañas se erosionaran y los sedimentos formaran nuevas rocas en el fondo del mar, que a su vez se elevaron para convertirse en tierra seca. Hutton publicó una versión en dos volúmenes de sus ideas en 1795 (Vol. 1, Vol. 2).",a_Geology_4,NR,,ES,mturk_ES_v02,525,106,4.066037735849057,6,XQuAD,17.666666666666668,False
405,¿Cuál fue la idea principal del artículo de James Hutton?,a_Geology_4_qa_3,NR,debe ser mucho más antigua de lo que se suponía,ES,mturk_ES_v02,57,12,4.0,1,XQuAD,12.0,True
406,"Los ambientalistas están preocupados por la pérdida de biodiversidad que se producirá como resultado de la destrucción del bosque, y también por la liberación del carbono contenido en la vegetación, que podría acelerar el calentamiento global. Los bosques perennes amazónicos representan alrededor del 10 % de la productividad primaria terrestre mundial y el 10 % de los depósitos de carbono en los ecosistemas, del orden de 1,1 × 1011 toneladas métricas de carbono. Se estima que los bosques amazónicos han acumulado 0,62 ± 0,37 toneladas de carbono por hectárea y año entre 1975 y 1996.",a_Amazonrainforest_3,NR,,ES,mturk_ES_v02,588,101,4.891089108910891,3,XQuAD,33.666666666666664,False
407,"¿De qué se deriva la pérdida de biodiversidad, según los ambientalistas?",a_Amazonrainforest_3_qa_1,NR,destrucción del bosque,ES,mturk_ES_v02,72,14,4.428571428571429,1,XQuAD,14.0,True
408,"Durante muchos años, Sudán tuvo un régimen islamista bajo el liderazgo de Hassan al-Turabi. Su Frente Nacional Islámico ganó influencia por primera vez cuando el General Gaafar al-Nimeiry invitó a miembros a formar parte de su gobierno en 1979. Turabi construyó una poderosa base económica con el dinero de sistemas bancarios islamistas extranjeros, especialmente los vinculados con Arabia Saudita. También reclutó y construyó un cuadro de leales influyentes al colocar estudiantes simpatizantes en la universidad y academia militar mientras se desempeñaba como ministro de educación.",a_Islamism_3,NR,,ES,mturk_ES_v02,584,91,5.4945054945054945,4,XQuAD,22.75,False
409,¿Quién era el líder del régimen islamista en Sudán?,a_Islamism_3_qa_1,NR,Hassan al-Turabi,ES,mturk_ES_v02,51,11,3.909090909090909,1,XQuAD,11.0,True
410,"Los Broncos vencieron a los Pittsburgh Steelers en la ronda divisional por 23 a 16 al conseguir anotar 11 puntos en los últimos tres minutos del partido. Posteriormente, en el Campeonato de la AFC, batieron al defensor del título de la Super Bowl XLIX, los New England Patriots por 20 a 18. Cuando quedaban tan solo 17 segundos en el marcador, lograron interceptar un pase en un intento de conversión de 2 puntos de los New England. A pesar de los problemas de Manning con las intercepciones la temporada pasada, este no decepcionó en ninguno de sus dos partidos de eliminatoria.",a_SuperBowl50_1,IS,,ES,mturk_ES_v02,579,110,4.3545454545454545,4,XQuAD,27.5,False
411,¿Quién ganó la Super Bowl XLIX?,q_after_a_SuperBowl50_1_qa_2,IS,New England Patriots,ES,mturk_ES_v02,31,8,3.25,1,XQuAD,8.0,True
412,"Peyton Manning se convirtió en el primer mariscal de campo de la historia en llevar a dos equipos diferentes a participar en múltiples Super Bowls. Ademas, es con 39 años, el mariscal de campo más longevo de la historia en jugar ese partido. El récord anterior estaba en manos de John Elway ―mánager general y actual vicepresidente ejecutivo para operaciones futbolísticas de Denver― que condujo a los Broncos a la victoria en la Super Bowl XXXIII a los 38 años de edad.",a_SuperBowl50_2,IS,,ES,mturk_ES_v02,470,87,4.471264367816092,3,XQuAD,29.0,False
413,¿Para quién jugaba John Elway en la Super Bowl XXXIII?,q_after_a_SuperBowl50_2_qa_4,IS,Broncos,ES,mturk_ES_v02,54,12,3.75,1,XQuAD,12.0,True
414,"En 1973, Nixon nombró a William E. Simon primer Administrador de la Oficina Federal de Energía, una organización a corto plazo creada para coordinar la respuesta al embargo. Simon asignó a los estados la misma cantidad de petróleo nacional para 1974 que cada uno había consumido en 1972, lo que funcionó para los estados cuyas poblaciones no estaban aumentando. En otros estados, las colas en las gasolineras eran frecuentes. La Asociación Americana del Automóvil informó que en la última semana de febrero de 1974, el 20 % de las gasolineras estadounidenses no tenían combustible.",a_1973oilcrisis_2,IS,,ES,mturk_ES_v02,581,103,4.737864077669903,4,XQuAD,25.75,False
415,¿Quién es el primer administrador de la Oficina Federal de Energía?,q_after_a_1973oilcrisis_2_qa_0,IS,William E. Simon,ES,mturk_ES_v02,67,13,4.384615384615385,1,XQuAD,13.0,True
