,stimulus,trial_name,task_type,correct_answer,lang,set_name
493,What is the metric they use to determine how busy airports are?,q_after_a_SouthernCalifornia_2_qa_1,IS,passenger volume,EN,mturk_EN_v20
494,"The Broncos defeated the Pittsburgh Steelers in the divisional round, 23–16, by scoring 11 points in the final three minutes of the game. They then beat the defending Super Bowl XLIX champion New England Patriots in the AFC Championship Game, 20–18, by intercepting a pass on New England's 2-point conversion attempt with 17 seconds left on the clock. Despite Manning's problems with interceptions during the season, he didn't throw any in their two playoff games.",a_SuperBowl50_1,IS,,EN,mturk_EN_v20
495,Who did the Broncos beat tp become the AFC champions?,q_after_a_SuperBowl50_1_qa_14,IS,New England Patriots,EN,mturk_EN_v20
496,"This projection was not included in the final summary for policymakers. The IPCC has since acknowledged that the date is incorrect, while reaffirming that the conclusion in the final summary was robust. They expressed regret for ""the poor application of well-established IPCC procedures in this instance"". The date of 2035 has been correctly quoted by the IPCC from the WWF report, which has misquoted its own source, an ICSI report ""Variations of Snow and Ice in the past and at present on a Global and Regional Scale"".",a_IntergovernmentalPanelonClimateChange_2,IS,,EN,mturk_EN_v20
497,What did the IPCC say was mistaken?,q_after_a_IntergovernmentalPanelonClimateChange_2_qa_0,IS,the date,EN,mturk_EN_v20
498,"The agreements include fixed annual carriage fees of £30m for the channels with both channel suppliers able to secure additional capped payments if their channels meet certain performance-related targets. Currently there is no indication as to whether the new deal includes the additional Video On Demand and High Definition content which had previously been offered by BSkyB. As part of the agreements, both BSkyB and Virgin Media agreed to terminate all High Court proceedings against each other relating to the carriage of their respective basic channels.",a_SkyUnitedKingdom_4,IS,,EN,mturk_EN_v20
499,What company agreed to terminate high court proceedings with BSkyB?,q_after_a_SkyUnitedKingdom_4_qa_2,IS,Virgin Media,EN,mturk_EN_v20
500,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES,mturk_ES_v01
501,La primera patente fue introducida en Francia.,meco_para_12_qa_0,NR,True,ES,mturk_ES_v01
502,"Los escritos de Lutero se difundieron ampliamente y llegaron a Francia, Inglaterra e Italia ya en 1519. Los estudiantes acudían en masa a Wittenberg para escuchar hablar a Lutero. Este publicó un breve comentario sobre los gálatas y su obra sobre los Salmos. Esta parte temprana de la carrera de Lutero fue una de las más creativas y productivas. Tres de sus obras más conocidas se publicaron en 1520: «A la nobleza cristiana de la nación alemana», «El cautiverio babilónico de la Iglesia» y «Sobre la libertad del cristiano».",a_MartinLuther_0,NR,,ES,mturk_ES_v01
503,¿Quién fue a Wittenberg para escuchar hablar a Lutero?,a_MartinLuther_0_qa_1,NR,Los estudiantes,ES,mturk_ES_v01
504,"Los acuerdos incluyen tarifas anuales fijas de transporte de 30 millones de libras para los canales si los dos proveedores de canales son capaces de garantizar pagos limitados adicionales si sus canales alcanzan determinados objetivos de rendimiento. Actualmente no hay ninguna indicación en cuanto a si el nuevo acuerdo incluye el vídeo bajo demanda adicional y el contenido de alta definición que anteriormente había ofrecido BSkyB. Como parte de los acuerdos, tanto BSkyB como Virgin Media decidieron poner fin a todas las actuaciones judiciales ante el tribunal superior relacionadas con el transporte de sus respectivos canales básicos.",a_SkyUnitedKingdom_4,NR,,ES,mturk_ES_v01
505,¿Qué empresa acordó poner fin a las actuaciones judiciales contra Virgin Media ante el tribunal superior?,a_SkyUnitedKingdom_4_qa_3,NR,BSkyB,ES,mturk_ES_v01
506,"﻿En el pasado, el castigo físico (azotes en las nalgas, golpes, castigo físico o golpear con una vara al estudiante para causarle dolor físico) era una de las formas más comunes de disciplina escolar en gran parte del mundo. La mayoría de los países occidentales y algunos otros lo han prohibido, pero sigue siendo legal en Estados Unidos según una decisión del Tribunal Supremo de Estados Unidos de 1977 que consideró que pegar no violaba la Constitución estadounidense.",a_Teacher_0,NR,,ES,mturk_ES_v01
507,¿Cuán común era la forma de castigo físico en el pasado?,a_Teacher_0_qa_0,NR,una de las formas más comunes,ES,mturk_ES_v01
508,"Históricamente, Victoria ha sido la base de las plantas de fabricación de las principales marcas de coches, Ford, Toyota y Holden; sin embargo, los anuncios de cierre de estas tres empresas en el siglo XXI significarán que Australia ya no será una base de la industria automovilística mundial tras la declaración de Toyota de febrero de 2014 en la que se apuntaba a 2017 como año de cierre. El anuncio de Holden se produjo en mayo de 2013, seguido por la decisión de Ford de diciembre de ese mismo año (las plantas que tiene Ford en Victoria, situadas en Broadmeadows y Geelong, cerrarán el de octubre de 2016).",a_VictoriaAustralia_2,NR,,ES,mturk_ES_v01
509,¿Cuándo ha dicho Toyota que cerrará su planta de Victoria?,a_VictoriaAustralia_2_qa_1,NR,2017,ES,mturk_ES_v01
510,"Determinados acontecimientos de la vida de Lutero y la Reforma que tuvo lugar evocaban con frecuencia los himnos de Lutero. Esta conducta comenzó cuando se enteró de la ejecución de Johann Esch y Heinrich Voes, las primeras personas martirizadas por la Iglesia Católica Romana por tener opiniones luteranas, lo cual motivó a Lutero a escribir el himno «Ein neues Lied wir heben an» («Una nueva canción que elevamos»), que generalmente se conoce en inglés por la traducción de John C. Messenger del título y el primer verso «Flung to the Heedless Winds», cantado por Maria C. Tiddeman con la música que compuso Ibstone en 1875.",a_MartinLuther_3,IS,,ES,mturk_ES_v01
511,¿Por qué ejecutó la Iglesia Católica a Johann Esch y Heinrich Voes?,q_after_a_MartinLuther_3_qa_1,IS,por tener opiniones luteranas,ES,mturk_ES_v01
512,"Publicada en un momento de creciente demanda de publicaciones en alemán, la versión de Lutero se convirtió rápidamente en una traducción popular e influyente de la Biblia. Como tal, contribuyó de forma significativa a la evolución de la lengua y la literatura alemanas. Con notas y prólogos de Lutero y grabados en madera de Lucas Cranach que contenían imágenes antipapales, desempeñó un papel importante en la difusión de la doctrina de Lutero en Alemania. La Biblia de Lutero influyó en otras traducciones en lengua vernácula, como la Biblia inglesa de William Tyndale (1525 en adelante), un precursor de la Biblia del rey Jacobo.",a_MartinLuther_2,IS,,ES,mturk_ES_v01
513,¿Qué artista realizó los grabados en madera de la Biblia de Lutero?,q_after_a_MartinLuther_2_qa_3,IS,Lucas Cranach,ES,mturk_ES_v01
514,"Su rival local, el Polonia Varsovia, que a pesar de contar con bastantes menos seguidores, consiguió ganar la Ekstraklasa en el año 2000. También ganó el campeonato del país en 1946 y la copa en dos ocasiones. La sede del equipo se encuentra en la calle Konwiktorska, a solo 10 minutos caminando, en dirección norte, desde el centro histórico de la ciudad. Debido a su desastrosa situación financiera, el Polonia fue relegado de la máxima categoría del país en 2013 y ahora juega en la 4.a liga (la 5.a en Polonia), la categoría profesional más baja de la liga en el sistema de la Asociación Polaca de Fútbol (PZPN, por sus siglas en inglés).",a_Warsaw_1,IS,,ES,mturk_ES_v01
515,¿Quién ganó la Ekstraklasa en el año 2000?,q_after_a_Warsaw_1_qa_0,IS,Polonia Varsovia,ES,mturk_ES_v01
516,"En 2010, la selva amazónica sufrió otra severa sequía, en algunos aspectos más extrema que la sequía de 2005. La región afectada era de aproximadamente 1 160 000 000 millas cuadradas (3 000 000 km2) de selva tropical, en comparación con 734 000 000 millas cuadradas (1 900 000 km2) en 2005. La sequía de 2010 tuvo tres epicentros donde murió la vegetación, mientras que en 2005 la sequía se concentró en la parte suroeste. Los estudios se publicaron en la revista Science. En un año normal, el Amazonas absorbe 1,5 gigatoneladas de dióxido de carbono; en 2005 se liberaron 5 gigatoneladas y en 2010 se liberaron 8 gigatoneladas.",a_Amazonrainforest_4,IS,,ES,mturk_ES_v01
517,¿Cuántas millas cuadradas tuvo la región afectada por la sequía de 2010?,q_after_a_Amazonrainforest_4_qa_1,IS,1 160 000 000,ES,mturk_ES_v01
518,"En el budismo tibetano normalmente se llama a los maestros del dharma del Tíbet lamas. Un lama que ha decidido conscientemente renacer a través del phowa y el siddhi, frecuentemente muchas veces, con el fin de continuar su voto del bodhisattva, se llama tulku.",a_Teacher_4,IS,,ES,mturk_ES_v01
519,¿Cómo se llama un maestro en el budismo tibetano?,q_after_a_Teacher_4_qa_0,IS,lamas,ES,mturk_ES_v01
520,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES,mturk_ES_v02
521,La primera patente fue introducida en Francia.,meco_para_12_qa_0,NR,True,ES,mturk_ES_v02
522,"En Europa, el escenario norteamericano de la Guerra de los Siete Años no suele recibir un nombre distinto. Todo el conflicto internacional se conoce como la Guerra de los Siete Años. ""Siete años"" se refiere a los acontecimientos en Europa, desde la declaración oficial de guerra en 1756 hasta la firma del tratado de paz en 1763. Estas fechas no se corresponden con las luchas en el continente norteamericano, donde la contienda entre las dos potencias coloniales concluyó en gran medida en seis años, desde la Batalla de Jumonville Glen en 1754 hasta la captura de Montreal en 1760.",a_FrenchandIndianWar_0,NR,,ES,mturk_ES_v02
523,¿Cuál fue la primera batalla en 1754?,a_FrenchandIndianWar_0_qa_3,NR,Batalla de Jumonville Glen,ES,mturk_ES_v02
524,"James Hutton a menudo se considera el primer geólogo moderno. En 1785 presentó un documento titulado Teoría de la Tierra a la Sociedad Real de Edimburgo. En su artículo, explicó su teoría de que la Tierra debe ser mucho más antigua de lo que se suponía para que hubiera tiempo suficiente para que las montañas se erosionaran y los sedimentos formaran nuevas rocas en el fondo del mar, que a su vez se elevaron para convertirse en tierra seca. Hutton publicó una versión en dos volúmenes de sus ideas en 1795 (Vol. 1, Vol. 2).",a_Geology_4,NR,,ES,mturk_ES_v02
525,¿Cuál fue la idea principal del artículo de James Hutton?,a_Geology_4_qa_3,NR,debe ser mucho más antigua de lo que se suponía,ES,mturk_ES_v02
526,"Los ambientalistas están preocupados por la pérdida de biodiversidad que se producirá como resultado de la destrucción del bosque, y también por la liberación del carbono contenido en la vegetación, que podría acelerar el calentamiento global. Los bosques perennes amazónicos representan alrededor del 10 % de la productividad primaria terrestre mundial y el 10 % de los depósitos de carbono en los ecosistemas, del orden de 1,1 × 1011 toneladas métricas de carbono. Se estima que los bosques amazónicos han acumulado 0,62 ± 0,37 toneladas de carbono por hectárea y año entre 1975 y 1996.",a_Amazonrainforest_3,NR,,ES,mturk_ES_v02
527,"¿De qué se deriva la pérdida de biodiversidad, según los ambientalistas?",a_Amazonrainforest_3_qa_1,NR,destrucción del bosque,ES,mturk_ES_v02
528,"Durante muchos años, Sudán tuvo un régimen islamista bajo el liderazgo de Hassan al-Turabi. Su Frente Nacional Islámico ganó influencia por primera vez cuando el General Gaafar al-Nimeiry invitó a miembros a formar parte de su gobierno en 1979. Turabi construyó una poderosa base económica con el dinero de sistemas bancarios islamistas extranjeros, especialmente los vinculados con Arabia Saudita. También reclutó y construyó un cuadro de leales influyentes al colocar estudiantes simpatizantes en la universidad y academia militar mientras se desempeñaba como ministro de educación.",a_Islamism_3,NR,,ES,mturk_ES_v02
529,¿Quién era el líder del régimen islamista en Sudán?,a_Islamism_3_qa_1,NR,Hassan al-Turabi,ES,mturk_ES_v02
530,"Los Broncos vencieron a los Pittsburgh Steelers en la ronda divisional por 23 a 16 al conseguir anotar 11 puntos en los últimos tres minutos del partido. Posteriormente, en el Campeonato de la AFC, batieron al defensor del título de la Super Bowl XLIX, los New England Patriots por 20 a 18. Cuando quedaban tan solo 17 segundos en el marcador, lograron interceptar un pase en un intento de conversión de 2 puntos de los New England. A pesar de los problemas de Manning con las intercepciones la temporada pasada, este no decepcionó en ninguno de sus dos partidos de eliminatoria.",a_SuperBowl50_1,IS,,ES,mturk_ES_v02
531,¿Quién ganó la Super Bowl XLIX?,q_after_a_SuperBowl50_1_qa_2,IS,New England Patriots,ES,mturk_ES_v02
532,"Peyton Manning se convirtió en el primer mariscal de campo de la historia en llevar a dos equipos diferentes a participar en múltiples Super Bowls. Ademas, es con 39 años, el mariscal de campo más longevo de la historia en jugar ese partido. El récord anterior estaba en manos de John Elway ―mánager general y actual vicepresidente ejecutivo para operaciones futbolísticas de Denver― que condujo a los Broncos a la victoria en la Super Bowl XXXIII a los 38 años de edad.",a_SuperBowl50_2,IS,,ES,mturk_ES_v02
533,¿Para quién jugaba John Elway en la Super Bowl XXXIII?,q_after_a_SuperBowl50_2_qa_4,IS,Broncos,ES,mturk_ES_v02
534,"En 1973, Nixon nombró a William E. Simon primer Administrador de la Oficina Federal de Energía, una organización a corto plazo creada para coordinar la respuesta al embargo. Simon asignó a los estados la misma cantidad de petróleo nacional para 1974 que cada uno había consumido en 1972, lo que funcionó para los estados cuyas poblaciones no estaban aumentando. En otros estados, las colas en las gasolineras eran frecuentes. La Asociación Americana del Automóvil informó que en la última semana de febrero de 1974, el 20 % de las gasolineras estadounidenses no tenían combustible.",a_1973oilcrisis_2,IS,,ES,mturk_ES_v02
535,¿Quién es el primer administrador de la Oficina Federal de Energía?,q_after_a_1973oilcrisis_2_qa_0,IS,William E. Simon,ES,mturk_ES_v02
536,"El ""West Side"" de Fresno, también llamado ""Southwest Fresno"", es uno de los barrios más antiguos de la ciudad. El vecindario se encuentra al suroeste de la autopista 99 (que lo divide desde el centro de Fresno), al oeste de la autopista 41 y al sur de la Avenida Nielsen (o la recién construida Autopista 180) y se extiende hasta los límites de la ciudad hacia el oeste y el sur. El barrio se considera tradicionalmente el centro de la comunidad afroamericana de Fresno. Es culturalmente diversa y también incluye importantes poblaciones mexicano-americanas y asiático-americanas (principalmente Hmong o Laotian).",a_FresnoCalifornia_0,IS,,ES,mturk_ES_v02
537,¿Cuál es otro nombre para el West Side de Fresno?,q_after_a_FresnoCalifornia_0_qa_0,IS,Southwest Fresno,ES,mturk_ES_v02
538,"Lady Gaga, la seis veces ganadora del Grammy y nominada al Óscar, cantó el himno nacional estadounidense; mientras que Marlee Matlin, la ganadora del Óscar, lo traducía a la lengua de signos americana (ASL, por sus siglas en inglés).",a_SuperBowl50_3,IS,,ES,mturk_ES_v02
539,¿Quién cantó el himno nacional estadounidense?,q_after_a_SuperBowl50_3_qa_5,IS,Lady Gaga,ES,mturk_ES_v02
540,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES,mturk_ES_v03
541,Todo registro nacional de vehículos incluye tanto a vehículos de calle como a botes.,meco_para_12_qa_2,NR,False,ES,mturk_ES_v03
542,"La reanudación de la guerra religiosa en la década de 1620 provocó la abolición de los privilegios políticos y militares de los hugonotes tras su derrota. Conservaron las disposiciones religiosas del Edicto de Nantes hasta el reinado de Luis XIV, que progresivamente aumentó su persecución hasta que declaró el Edicto de Fontainebleau (1685), que abolió todo reconocimiento legal del protestantismo en Francia, y obligó a los hugonotes a convertirse. Aunque casi tres cuartas partes de ellos fueron asesinados o sometidos, aproximadamente 500 000 hugonotes habían huido de Francia a principios del siglo XVIII [se necesita una cita].",a_Huguenot_0,NR,,ES,mturk_ES_v03
543,¿Qué clase de francés emitió esta declaración?,a_Huguenot_0_qa_2,NR,Luis XIV,ES,mturk_ES_v03
544,"Algunas de las escuelas más antiguas de Sudáfrica son escuelas eclesiásticas privadas que fueron establecidas por misioneros a principios del siglo XIX. El sector privado ha crecido desde entonces. Después de la abolición del apartheid, las leyes que rigen la educación privada en Sudáfrica cambiaron significativamente. La Ley de Escuelas Sudafricanas de 1996 reconoce dos categorías de escuelas: escuelas ""públicas"" (controladas por el estado) e ""independientes"" (que incluyen escuelas privadas tradicionales y escuelas que son administradas de forma privada [se necesitan aclaraciones].)",a_Privateschool_2,NR,,ES,mturk_ES_v03
545,¿Qué ley sudafricana reconoce dos tipos de escuelas?,a_Privateschool_2_qa_0,NR,Ley de Escuelas Sudafricanas,ES,mturk_ES_v03
546,"Estos cloroplastos, que se remontan directamente a un ancestro cianobacteriano, se conocen como plastidios primarios (""plástido"" en este contexto significa casi lo mismo que cloroplasto). Todos los cloroplastos primarios pertenecen a uno de tres linajes de cloroplastos: el linaje de cloroplastos de glaucofito, el rodófito o linaje de cloroplastos de algas rojas o el cloroplástida o linaje de cloroplastos verdes. Los dos segundos son los más grandes, y el linaje de cloroplasto verde es el que contiene las plantas terrestres.",a_Chloroplast_1,NR,,ES,mturk_ES_v03
547,¿Qué linaje incluye plantas terrestres?,a_Chloroplast_1_qa_4,NR,el linaje de cloroplasto verde,ES,mturk_ES_v03
548,"Mediante la combinación de la definición de corriente eléctrica como la velocidad de cambio de la carga eléctrica, una regla de multiplicación vectorial llamada Ley de Lorentz describe la fuerza sobre una carga que se mueve en un campo magnético. La conexión entre la electricidad y el magnetismo permite la descripción de una fuerza electromagnética unificada que actúa sobre una carga. Esta fuerza se puede escribir como una suma de la fuerza electrostática (debido al campo eléctrico) y la fuerza magnética (debido al campo magnético). En pocas palabras, esta es la ley:",a_Force_3,NR,,ES,mturk_ES_v03
549,¿Como suma de qué se escribe la fuerza electrostática y magnética?,a_Force_3_qa_3,NR,fuerza electrostática,ES,mturk_ES_v03
550,"Los movimientos islamistas como los Hermanos Musulmanes, ""son bien conocidos por proporcionar refugios, asistencia educativa, clínicas médicas gratuitas o de bajo coste, asistencia de vivienda a estudiantes de fuera de la ciudad, grupos de asesoramiento estudiantil, organización de ceremonias matrimoniales en masa de bajo coste, para evitar las prohibitivamente costosas demandas de dote, asistencia legal, instalaciones deportivas, y grupos de mujeres"". Todo esto se contrapone muy favorablemente a gobiernos incompetentes, ineficientes o negligentes cuyo compromiso con la justicia social se limita a la retórica.",a_Islamism_1,IS,,ES,mturk_ES_v03
551,¿Por qué tipo de ayuda a los estudiantes de fuera de la ciudad son conocidos los Hermanos Musulmanes?,q_after_a_Islamism_1_qa_2,IS,"refugios, asistencia educativa, clínicas médicas gratuitas o de bajo coste, asistencia de vivienda",ES,mturk_ES_v03
552,"Victoria tiene una constitución escrita promulgada en 1975, pero basada en la Constitución colonial de 1855, aprobada por el Parlamento del Reino Unido como la Ley Constitucional de Victoria de 1855, que establece que el Parlamento es el órgano legislativo del estado en asuntos que sean responsabilidad del estado. El Parlamento de Victoria puede enmendar la Constitución de Victoria, excepto ciertas disposiciones «arraigadas» que requieren una mayoría absoluta de ambas cámaras, una mayoría de tres quintas partes en ambas cámaras o la aprobación del pueblo de Victoria en un referéndum, dependiendo de la disposición.",a_VictoriaAustralia_1,IS,,ES,mturk_ES_v03
553,¿En qué se basa la Constitución de Victoria?,q_after_a_VictoriaAustralia_1_qa_1,IS,Constitución colonial de 1855,ES,mturk_ES_v03
554,"Tras abandonar la compañía de Edison, Tesla se asoció en 1886 con Robert Lane y Benjamin Vail, dos hombres de negocios que accedieron a financiar una compañía de iluminación eléctrica a su nombre: Tesla Electric Light & Manufacturing. La empresa instalaba sistemas de iluminación basados en la luz de arco eléctrico que diseñó el propio Tesla. Este también poseía diseños para conmutadores de máquinas eléctricas de dinamo que le supusieron sus primeras patentes en EE. UU.",a_NikolaTesla_1,IS,,ES,mturk_ES_v03
555,¿Quién diseñó los sistemas de iluminación que instalaba Tesla Electric Light & Manufacturing?,q_after_a_NikolaTesla_1_qa_9,IS,Tesla,ES,mturk_ES_v03
556,"En el hinduismo, el maestro espiritual se conoce como gurú y, en muchas tradiciones del hinduismo —especialmente las que son comunes en Occidente— el énfasis en el acompañamiento espiritual es extremadamente importante, y a menudo los gurús ejercen un gran control sobre la vida de sus discípulos.",a_Teacher_3,IS,,ES,mturk_ES_v03
557,¿A quién controlan los gurús?,q_after_a_Teacher_3_qa_2,IS,sus discípulos,ES,mturk_ES_v03
558,"La admisión de estudiantes universitarios a Harvard es caracterizada por la Fundación Carnegie como ""más selectiva, menos transferible"". La Universidad de Harvard aceptó un 5,3 % de los solicitantes para la clase de 2019, una cifra récord y la segunda tasa de aceptación más baja entre todas las universidades nacionales. La Universidad de Harvard terminó su programa de admisión temprana en 2007, ya que se creía que el programa perjudicaba a los solicitantes de minorías de bajos ingresos e infrarrepresentados que solicitaban admisión en universidades selectivas, pero para la clase de 2016 se reintrodujo un programa de Acción Temprana.",a_HarvardUniversity_3,IS,,ES,mturk_ES_v03
559,¿En qué año terminó Harvard su programa de admisión anticipada?,q_after_a_HarvardUniversity_3_qa_1,IS,2007,ES,mturk_ES_v03
560,"La patente de un vehículo es una placa de metal o plástico fijada al vehículo con el propósito de identificación oficial. Todos los países requieren patentes para vehículos como autos, camiones y motocicletas. Su requerimiento para otros vehículos como bicicletas, botes o tractores puede variar por jurisdicción. El identificador de registro es una serie de letras o números que identifican únicamente al dueño de un vehículo dentro de la región del registro del vehículo. En algunos países, el identificador es único en todo el país, mientras que, en otros, es único dentro de un estado o provincia. Francia fue el primer país en introducir la patente, a fines del siglo diecinueve. Las patentes de principios de siglo veinte variaban en tamaño y forma de una jurisdicción a otra, de manera que, si una persona se mudaba, se necesitaba hacer nuevos agujeros en el auto para sostener la nueva patente. La estandarización de patentes llegó a fines de los años cincuenta, cuando los fabricantes de automóviles llegaron a un acuerdo con los distintos gobiernos y organizaciones internacionales.",meco_para_12,NR,,ES,mturk_ES_v04
561,Todo registro nacional de vehículos incluye tanto a vehículos de calle como a botes.,meco_para_12_qa_2,NR,False,ES,mturk_ES_v04
562,"Entre 1402 y 1405, el noble normando Jean de Bethencourt y el francés Gadifer de la Salle lideraron la expedición que conquistó las islas canarias de Lanzarote, Fuerteventura y El Hierro en la costa atlántica de África. Sus tropas se agruparon en Normandía, Gascuña y más tarde se vieron reforzadas por los colonos castellanos.",a_Normans_4,NR,,ES,mturk_ES_v04
563,¿Enfrente a las costas de qué continente se encuentran las islas Canarias?,a_Normans_4_qa_0,NR,África,ES,mturk_ES_v04
564,"Victoria tiene una constitución escrita promulgada en 1975, pero basada en la Constitución colonial de 1855, aprobada por el Parlamento del Reino Unido como la Ley Constitucional de Victoria de 1855, que establece que el Parlamento es el órgano legislativo del estado en asuntos que sean responsabilidad del estado. El Parlamento de Victoria puede enmendar la Constitución de Victoria, excepto ciertas disposiciones «arraigadas» que requieren una mayoría absoluta de ambas cámaras, una mayoría de tres quintas partes en ambas cámaras o la aprobación del pueblo de Victoria en un referéndum, dependiendo de la disposición.",a_VictoriaAustralia_1,NR,,ES,mturk_ES_v04
565,¿Cuando promulgó Victoria su constitución?,a_VictoriaAustralia_1_qa_0,NR,1975,ES,mturk_ES_v04
566,"Cuando se lanzó Sky Digital en 1998, el nuevo servicio usaba el satélite Astra 2A, que estaba situado en la posición orbital 28.5°E, a diferencia del servicio analógico que se emitía a 19.2°E. Posteriormente hubo más satélites Astra, así como el Eurobird 1 de Eutelsat (ahora Eutelsat 33C) a 28.5°E, lo cual permitió a la empresa lanzar un nuevo servicio completamente digital, Sky, que podía incluir cientos de canales de televisión y radio. La antigua posición era compartida con canales de varios países europeos, mientras que la nueva posición en 28.5°E pasó a ser usada casi exclusivamente por los canales que emiten en el Reino Unido.",a_SkyUnitedKingdom_1,NR,,ES,mturk_ES_v04
567,¿Qué satélite permitió a Sky Digital lanzar un nuevo servicio digital?,a_SkyUnitedKingdom_1_qa_2,NR,el Eurobird 1 de Eutelsat,ES,mturk_ES_v04
568,"Muy cerca, en Ogród Saski (Jardín Sajón), se encontraba el Teatro de Verano que se mantuvo en funcionamiento desde 1870 hasta 1939. Durante el periodo de entreguerras, el complejo teatral también contó con el Momus ―el primer cabaret literario de Varsovia― y con el teatro musical Melodram de Leon Schiller. El teatro Wojciech Bogusławski (1922–26) constituía el mejor ejemplo del «teatro monumental polaco» . A partir de mediados de los años 30 el edificio del gran teatro albergó el Instituto Nacional de Arte Dramático, que fue la primera academia estatal de arte dramático, con un departamento de actuación y otro de dirección escénica.",a_Warsaw_0,NR,,ES,mturk_ES_v04
569,¿Cómo se llama al Jardín Sajón en polaco?,a_Warsaw_0_qa_0,NR,Ogród Saski,ES,mturk_ES_v04
570,"Hay algunas ideas falsas comunes sobre las membranas de cloroplasto exterior e interior. El hecho de que los cloroplastos estén rodeados por una membrana doble a menudo se cita como evidencia de que son descendientes de cianobacterias endosimbióticas. Esto a menudo se interpreta como que la membrana externa de cloroplasto es el producto de la membrana celular del huésped que se pliega para formar una vesícula que rodea la cianobacteria ancestral, lo cual no es cierto, ya que ambas membranas de cloroplasto son homólogas a las membranas dobles originales de la cianobacteria.",a_Chloroplast_4,IS,,ES,mturk_ES_v04
571,¿Qué evidencia hay de que los cloroplastos descienden de las cianobacterias endosimbióticas?,q_after_a_Chloroplast_4_qa_0,IS,rodeados por una membrana doble,ES,mturk_ES_v04
572,"Después se encontró un trozo de papel en el que Lutero había escrito su última declaración. La declaración estaba en latín, aparte de «Somos mendigos», que estaba en alemán.",a_MartinLuther_4,IS,,ES,mturk_ES_v04
573,¿Qué se descubrió más tarde que había escrito Lutero?,q_after_a_MartinLuther_4_qa_0,IS,su última declaración,ES,mturk_ES_v04
574,"Las Ergänzungsschulen son escuelas secundarias o postsecundarias (no terciarias), que administran personas privadas, organizaciones privadas o en raras ocasiones, grupos religiosos y ofrecen un tipo de educación que no está disponible en las escuelas públicas. La mayoría de estas escuelas son escuelas vocacionales. Sin embargo, estas escuelas de formación profesional no forman parte del sistema educativo dual alemán. Las Ergänzungsschulen tienen la libertad de funcionar fuera de las normas gubernamentales y se financian en su totalidad cobrando a sus estudiantes tasas de matrícula.",a_Privateschool_0,IS,,ES,mturk_ES_v04
575,¿Qué tipo de escuelas son las más ergänzungsschulen?,q_after_a_Privateschool_0_qa_1,IS,vocacionales,ES,mturk_ES_v04
576,"El Delta del Rin-Mosa, la región natural más importante de los Países Bajos, comienza cerca de Millingen aan de Rijn, cerca de la frontera entre los Países Bajos y Alemania, con la división del Rhin en Waal y Nederrijn. Dado que el Rin aporta la mayor parte del agua, el término más corto Delta del Rin se utiliza con frecuencia. Sin embargo, este nombre también se utiliza para el delta del río donde desemboca el Rin en el lago Constanza, por lo que es mejor llamar al delta más grande del Rin-Mosa, o incluso delta del Rin-Mosa-Escalda, ya que el Escalda termina en el mismo delta.",a_Rhine_1,IS,,ES,mturk_ES_v04
